Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Lag_Sales_D-7,Lag_Inventory_D-1,Target_Sales_D+7,Day_of_Week
13-07-2022,S003,P0017,Groceries,South,80,59,132,78.99,40.17,15,Sunny,1,37.62,Spring,129,260,1040,2
14-07-2022,S001,P0017,Groceries,North,289,289,64,298.92,40.29,0,Snowy,1,37.78,Summer,111,80,945,3
14-07-2022,S005,P0017,Groceries,North,351,278,90,275.58,96.36,0,Snowy,1,93.53,Autumn,76,289,1017,3
15-07-2022,S005,P0017,Groceries,North,216,143,80,155.94,26.52,5,Snowy,1,23.25,Summer,18,351,1086,4
17-07-2022,S001,P0017,Groceries,West,415,43,191,39.49,46.81,20,Snowy,0,45.75,Summer,452,216,1223,6
19-07-2022,S001,P0017,Groceries,South,118,105,98,96.41,90,5,Sunny,0,90.4,Autumn,24,415,1110,1
21-07-2022,S001,P0017,Groceries,East,239,28,118,44.99,40.3,0,Rainy,0,42.65,Winter,123,118,1244,3
23-07-2022,S001,P0017,Groceries,East,319,131,176,131.82,88.29,5,Rainy,1,90.7,Spring,59,239,1149,5
24-07-2022,S003,P0017,Groceries,East,380,358,28,365.99,80.5,0,Rainy,1,79.01,Summer,289,319,1248,6
24-07-2022,S005,P0017,Groceries,West,499,415,59,431.89,77.63,5,Snowy,0,76.24,Autumn,278,380,1299,6
25-07-2022,S005,P0017,Groceries,North,209,30,119,37.18,39.36,15,Cloudy,1,36.54,Spring,143,499,1074,0
26-07-2022,S001,P0017,Groceries,West,314,177,110,196.84,33.05,0,Sunny,0,29.88,Summer,43,209,993,1
26-07-2022,S002,P0017,Groceries,South,61,10,64,5.84,14.23,15,Sunny,1,13.46,Summer,105,314,966,1
26-07-2022,S003,P0017,Groceries,North,133,127,51,143.09,82.33,15,Sunny,1,81.02,Winter,28,61,910,1
01-08-2022,S004,P0017,Groceries,West,395,182,97,182.84,78.23,20,Snowy,0,73.99,Summer,131,133,909,0
01-08-2022,S005,P0017,Groceries,North,202,133,61,144.39,38.68,0,Rainy,0,34.53,Summer,358,395,804,0
02-08-2022,S002,P0017,Groceries,West,438,334,72,324.32,36.62,10,Snowy,0,32.36,Autumn,415,202,770,1
02-08-2022,S004,P0017,Groceries,East,349,3,27,13.52,41.72,20,Snowy,0,45.95,Spring,30,438,856,1
03-08-2022,S001,P0017,Groceries,South,145,121,120,135.95,68.77,0,Snowy,0,70.43,Spring,177,349,721,2
03-08-2022,S004,P0017,Groceries,South,99,9,175,26.77,94.76,10,Rainy,0,95.85,Winter,10,145,726,2
03-08-2022,S005,P0017,Groceries,East,147,22,97,33.8,11.34,20,Snowy,1,15.38,Spring,127,99,846,2
04-08-2022,S002,P0017,Groceries,West,167,148,182,146.18,44.61,10,Snowy,1,41.15,Autumn,182,147,1103,3
05-08-2022,S005,P0017,Groceries,South,385,219,171,238.69,45.94,20,Rainy,0,44.45,Winter,133,167,1117,4
07-08-2022,S003,P0017,Groceries,North,485,199,139,214.16,97.58,10,Rainy,1,99.71,Winter,334,385,980,6
08-08-2022,S004,P0017,Groceries,West,129,8,121,19.91,52.69,5,Sunny,1,57.18,Summer,3,485,856,0
09-08-2022,S005,P0017,Groceries,North,288,241,137,256.39,65.25,15,Rainy,0,67.17,Summer,121,129,727,1
10-08-2022,S002,P0017,Groceries,West,493,266,65,281.68,91.49,15,Cloudy,1,89.07,Spring,9,288,738,2
11-08-2022,S002,P0017,Groceries,West,102,36,23,30.56,35.67,0,Sunny,1,32.46,Spring,22,493,533,3
11-08-2022,S003,P0017,Groceries,West,280,11,60,2.71,68.36,15,Rainy,1,69.16,Summer,148,102,681,3
11-08-2022,S005,P0017,Groceries,East,429,95,143,86.34,46.52,5,Snowy,1,45.03,Autumn,219,280,710,3
14-08-2022,S001,P0017,Groceries,West,385,70,121,88.2,46.3,15,Sunny,0,47.59,Autumn,199,429,873,6
15-08-2022,S002,P0017,Groceries,West,127,19,186,14.27,34.74,20,Cloudy,0,36.14,Winter,8,385,874,0
16-08-2022,S003,P0017,Groceries,East,125,36,76,55.26,14.53,0,Cloudy,1,17.63,Spring,241,127,809,1
19-08-2022,S003,P0017,Groceries,East,462,414,103,414.95,82.54,5,Snowy,0,82.17,Autumn,266,125,859,4
20-08-2022,S002,P0017,Groceries,North,157,65,52,74.46,86.15,5,Sunny,1,88.96,Winter,36,462,1008,5
20-08-2022,S003,P0017,Groceries,South,409,174,170,184.14,44.68,5,Cloudy,0,48.15,Winter,11,157,699,5
22-08-2022,S001,P0017,Groceries,North,400,96,137,100.49,14.24,5,Cloudy,1,19.15,Spring,95,409,669,0
22-08-2022,S005,P0017,Groceries,East,117,5,131,15.03,55.13,5,Cloudy,1,55.54,Autumn,70,400,704,0
23-08-2022,S003,P0017,Groceries,North,175,69,56,79.95,27.7,20,Snowy,0,24.38,Autumn,19,117,716,1
24-08-2022,S003,P0017,Groceries,West,424,185,129,195.87,41.82,0,Snowy,1,38.47,Autumn,36,175,746,2
25-08-2022,S002,P0017,Groceries,North,178,105,59,101.57,58.39,5,Cloudy,0,61.63,Spring,414,424,805,3
25-08-2022,S005,P0017,Groceries,West,76,35,141,54.45,38.81,20,Sunny,0,41.17,Autumn,65,178,799,3
26-08-2022,S003,P0017,Groceries,South,244,209,55,218.38,32.61,10,Sunny,0,35.41,Winter,174,76,779,4
27-08-2022,S001,P0017,Groceries,South,382,108,64,121.03,51.46,20,Snowy,0,49.99,Summer,96,244,816,5
28-08-2022,S002,P0017,Groceries,North,410,35,111,31.14,87.77,10,Rainy,1,86.07,Winter,5,382,659,6
29-08-2022,S002,P0017,Groceries,North,274,128,93,146.62,46.14,20,Snowy,0,44.86,Winter,69,410,625,0
02-09-2022,S004,P0017,Groceries,South,193,179,156,194.51,46.56,10,Cloudy,1,46.27,Winter,185,274,653,4
03-09-2022,S002,P0017,Groceries,South,93,85,122,93.05,21.59,15,Sunny,0,21.94,Summer,105,193,733,5
03-09-2022,S004,P0017,Groceries,East,108,72,147,63.25,77.89,20,Snowy,0,77.12,Summer,35,93,698,5
04-09-2022,S003,P0017,Groceries,South,408,52,78,46.19,65.91,5,Cloudy,0,66.44,Spring,209,108,772,6
05-09-2022,S001,P0017,Groceries,West,462,74,100,84.38,86.35,0,Rainy,0,85.76,Summer,108,408,711,0
06-09-2022,S001,P0017,Groceries,East,141,63,180,53.01,49.34,5,Sunny,0,53.05,Spring,35,462,752,1
06-09-2022,S003,P0017,Groceries,South,214,208,32,215.79,35.74,0,Cloudy,0,34.76,Winter,128,141,718,1
06-09-2022,S004,P0017,Groceries,South,391,144,176,152,17.37,20,Sunny,1,18.39,Summer,179,214,724,1
07-09-2022,S002,P0017,Groceries,North,347,159,184,162.19,86.23,15,Rainy,0,84.37,Winter,85,391,586,2
07-09-2022,S004,P0017,Groceries,West,228,11,97,22.42,55.07,15,Sunny,1,53.19,Winter,72,347,532,2
07-09-2022,S005,P0017,Groceries,South,209,93,78,105.63,58.19,10,Sunny,0,57.23,Summer,52,228,748,2
08-09-2022,S005,P0017,Groceries,South,97,40,172,31.71,68.22,20,Sunny,0,72.59,Spring,74,209,792,3
09-09-2022,S002,P0017,Groceries,West,437,69,170,68.27,34.91,20,Cloudy,0,37.46,Winter,63,97,828,4
10-09-2022,S001,P0017,Groceries,South,329,70,38,72.91,27.33,0,Sunny,0,31.66,Spring,208,437,883,5
10-09-2022,S005,P0017,Groceries,West,245,90,123,86.89,38.81,0,Rainy,1,43.44,Autumn,144,329,1127,5
11-09-2022,S003,P0017,Groceries,South,497,375,73,368.7,62.64,5,Rainy,1,66.39,Winter,159,245,1133,6
11-09-2022,S005,P0017,Groceries,North,318,55,186,64.76,39.45,5,Cloudy,1,42.4,Summer,11,497,1237,6
12-09-2022,S002,P0017,Groceries,West,315,129,188,139.49,99.02,20,Cloudy,0,103.18,Autumn,93,318,927,0
13-09-2022,S001,P0017,Groceries,South,308,95,127,105.3,77.42,15,Sunny,1,76.02,Autumn,40,315,1001,1
13-09-2022,S002,P0017,Groceries,North,500,313,106,306.58,77.7,0,Snowy,0,73.41,Autumn,69,308,920,1
13-09-2022,S003,P0017,Groceries,East,137,76,50,69.13,66.06,10,Sunny,1,70.88,Autumn,70,500,939,1
16-09-2022,S002,P0017,Groceries,South,246,194,111,194.97,38.14,20,Rainy,1,42.14,Spring,90,137,688,4
17-09-2022,S003,P0017,Groceries,East,107,65,54,75.89,95.71,15,Snowy,0,95.27,Autumn,375,246,639,5
19-09-2022,S002,P0017,Groceries,North,207,129,54,133.86,86.12,15,Snowy,0,85.62,Spring,55,107,606,0
20-09-2022,S001,P0017,Groceries,South,218,48,157,54.17,27.22,5,Sunny,1,26.78,Summer,129,207,554,1
21-09-2022,S003,P0017,Groceries,East,413,114,196,121.31,95.68,5,Snowy,0,94.16,Winter,95,218,525,2
21-09-2022,S004,P0017,Groceries,South,193,62,190,68.85,83.3,0,Rainy,1,84.38,Summer,313,413,772,2
22-09-2022,S005,P0017,Groceries,North,64,27,87,45.17,16.84,20,Sunny,1,20.9,Spring,76,193,694,3
23-09-2022,S004,P0017,Groceries,West,256,161,186,171.26,71.5,20,Rainy,0,66.81,Summer,194,64,822,4
24-09-2022,S003,P0017,Groceries,North,122,13,63,28.83,42.12,20,Sunny,0,39.96,Summer,65,256,888,5
25-09-2022,S004,P0017,Groceries,North,171,100,26,106.3,52.78,15,Cloudy,1,52.28,Autumn,129,122,1030,6
26-09-2022,S004,P0017,Groceries,North,441,295,58,303.56,56.32,15,Cloudy,1,51.52,Autumn,48,171,1033,0
26-09-2022,S005,P0017,Groceries,South,231,36,127,55.99,33.32,20,Cloudy,0,32.9,Summer,114,441,1146,0
27-09-2022,S005,P0017,Groceries,West,191,190,131,191.2,28.24,20,Sunny,0,30.96,Winter,62,231,894,1
28-09-2022,S005,P0017,Groceries,North,182,93,112,92.05,53.88,0,Sunny,1,52.64,Spring,27,191,1017,2
30-09-2022,S004,P0017,Groceries,East,348,303,142,297.13,38.45,0,Sunny,0,34.92,Autumn,161,182,830,4
01-10-2022,S003,P0017,Groceries,West,199,16,70,29.04,74.54,0,Snowy,0,74.51,Winter,13,348,884,5
01-10-2022,S004,P0017,Groceries,North,259,213,135,228.77,33.41,10,Rainy,0,35.61,Autumn,100,199,698,5
02-10-2022,S003,P0017,Groceries,North,62,43,111,55.8,89.96,0,Rainy,0,89.79,Autumn,295,259,1003,6
02-10-2022,S005,P0017,Groceries,West,353,159,120,159.26,90.42,0,Cloudy,1,93.74,Spring,36,62,804,6
03-10-2022,S004,P0017,Groceries,West,71,3,31,-0.08,63.92,10,Cloudy,0,61.95,Summer,190,353,831,0
03-10-2022,S005,P0017,Groceries,West,151,147,153,140.77,40.08,5,Cloudy,0,44.64,Winter,93,71,828,0
04-10-2022,S003,P0017,Groceries,West,161,117,107,115.4,86.73,20,Sunny,1,89.24,Autumn,303,151,1046,1
06-10-2022,S003,P0017,Groceries,East,395,321,26,336.12,11.57,10,Cloudy,0,10.08,Winter,16,161,1012,3
08-10-2022,S005,P0017,Groceries,East,194,14,154,21.17,24.93,20,Cloudy,0,20.02,Autumn,213,395,1104,5
09-10-2022,S001,P0017,Groceries,East,358,70,33,77.74,40.74,5,Sunny,1,37.27,Winter,43,194,861,6
09-10-2022,S002,P0017,Groceries,South,249,156,106,160.99,71,5,Rainy,1,70.88,Summer,159,358,911,6
10-10-2022,S002,P0017,Groceries,West,306,221,48,233.13,78.41,15,Snowy,1,77.07,Spring,3,249,1025,0
10-10-2022,S004,P0017,Groceries,West,485,113,42,126.79,77.75,10,Rainy,1,79.51,Spring,147,306,893,0
10-10-2022,S005,P0017,Groceries,East,298,209,64,225.34,93.89,0,Cloudy,0,95.58,Winter,117,485,889,0
11-10-2022,S005,P0017,Groceries,South,89,78,197,77.13,57.02,15,Snowy,0,58.08,Autumn,321,298,828,1
12-10-2022,S005,P0017,Groceries,North,423,64,22,77.25,24.58,10,Rainy,1,22.36,Summer,14,89,691,2
14-10-2022,S003,P0017,Groceries,East,290,184,161,197.03,13.23,10,Snowy,1,15.77,Summer,70,423,820,4
14-10-2022,S004,P0017,Groceries,East,106,24,157,30.28,33.12,10,Rainy,0,36.6,Autumn,156,290,817,4
16-10-2022,S001,P0017,Groceries,East,322,217,196,225.34,80.17,0,Snowy,0,79.64,Winter,221,106,664,6
20-10-2022,S005,P0017,Groceries,South,109,52,193,66.26,68.18,15,Cloudy,0,72.75,Autumn,113,322,846,3
21-10-2022,S002,P0017,Groceries,South,85,72,150,75.7,20.92,10,Rainy,0,25.39,Autumn,209,109,690,4
21-10-2022,S004,P0017,Groceries,South,311,207,162,202.2,11.87,15,Sunny,1,12.03,Autumn,78,85,638,4
21-10-2022,S005,P0017,Groceries,South,70,61,197,71.76,64.49,0,Cloudy,0,60.85,Autumn,64,311,593,4
24-10-2022,S005,P0017,Groceries,North,88,31,24,27.95,71.34,20,Cloudy,1,73.5,Autumn,184,70,439,0
25-10-2022,S004,P0017,Groceries,East,284,206,30,210.61,71.69,10,Cloudy,1,74.62,Spring,24,88,448,1
26-10-2022,S001,P0017,Groceries,East,119,61,138,80.1,79.38,20,Snowy,0,80.31,Spring,217,284,588,2
26-10-2022,S005,P0017,Groceries,West,228,0,193,13.71,63.93,0,Rainy,1,61.47,Winter,52,119,704,2
27-10-2022,S002,P0017,Groceries,East,67,27,175,18.22,32.53,10,Cloudy,1,27.71,Autumn,72,228,750,3
28-10-2022,S004,P0017,Groceries,North,57,53,99,52.23,70.94,20,Snowy,1,75.31,Winter,207,67,771,4
29-10-2022,S001,P0017,Groceries,South,171,70,60,79.01,10.06,15,Sunny,1,5.67,Spring,61,57,822,5
30-10-2022,S001,P0017,Groceries,North,177,171,86,184.72,91.27,5,Cloudy,0,89.02,Autumn,31,171,847,6
30-10-2022,S004,P0017,Groceries,North,449,322,68,327.21,93.08,20,Sunny,0,92.6,Summer,206,177,832,6
01-11-2022,S005,P0017,Groceries,South,470,107,148,123.76,50.93,20,Rainy,1,53.81,Autumn,61,449,995,1
02-11-2022,S004,P0017,Groceries,South,201,21,110,25.09,59.93,5,Snowy,0,62,Summer,0,470,807,2
03-11-2022,S003,P0017,Groceries,North,222,78,46,70.51,56.23,0,Rainy,0,57.22,Winter,27,201,706,3
06-11-2022,S004,P0017,Groceries,West,201,78,89,94.14,16.84,15,Rainy,1,21.09,Summer,53,222,866,6
06-11-2022,S005,P0017,Groceries,South,378,55,30,45.54,11.86,20,Cloudy,1,13.8,Autumn,70,201,1173,6
08-11-2022,S001,P0017,Groceries,South,395,334,153,352.24,52.67,10,Snowy,0,56.54,Spring,171,378,1303,1
08-11-2022,S004,P0017,Groceries,East,260,134,136,137.92,20.41,15,Sunny,0,24.76,Winter,322,395,1356,1
08-11-2022,S005,P0017,Groceries,East,241,6,146,15.4,44.7,15,Rainy,1,46.64,Spring,107,260,1413,1
10-11-2022,S002,P0017,Groceries,North,439,181,84,175.85,81.7,0,Snowy,0,83.66,Spring,21,241,1316,3
10-11-2022,S004,P0017,Groceries,South,489,385,54,375.89,79.55,0,Sunny,1,79.35,Summer,78,439,1400,3
12-11-2022,S004,P0017,Groceries,East,225,208,164,211.33,56.56,0,Rainy,0,55.83,Summer,78,489,1235,5
15-11-2022,S001,P0017,Groceries,West,249,108,47,111.5,73.41,15,Sunny,1,70.12,Autumn,55,225,1027,1
15-11-2022,S003,P0017,Groceries,North,400,391,24,396.39,26.8,10,Snowy,0,27.88,Winter,334,249,1156,1
15-11-2022,S004,P0017,Groceries,East,194,37,168,27.05,39.29,20,Sunny,1,37.59,Spring,134,400,1292,1
16-11-2022,S001,P0017,Groceries,East,343,90,107,101.27,56.76,15,Sunny,1,51.77,Autumn,6,194,1078,2
16-11-2022,S004,P0017,Groceries,South,96,16,36,15.95,53.06,15,Snowy,0,53.65,Summer,181,343,1060,2
17-11-2022,S004,P0017,Groceries,West,463,177,200,187.34,76.46,10,Rainy,1,76.72,Winter,385,96,1036,3
17-11-2022,S005,P0017,Groceries,South,411,337,109,340.37,46.1,20,Sunny,1,44.4,Autumn,208,463,1150,3
19-11-2022,S002,P0017,Groceries,North,458,244,128,263.97,26.33,0,Rainy,1,29.37,Winter,108,411,1213,5
19-11-2022,S003,P0017,Groceries,East,459,177,83,171.96,90.74,0,Cloudy,1,88.09,Winter,391,458,886,5
21-11-2022,S004,P0017,Groceries,North,295,19,125,22.02,54.31,15,Rainy,0,50.59,Winter,37,459,670,0
23-11-2022,S003,P0017,Groceries,East,100,66,65,69.79,10.35,5,Sunny,1,6.08,Autumn,90,295,652,2
25-11-2022,S003,P0017,Groceries,West,354,130,153,140.14,73.7,15,Rainy,1,69.36,Winter,16,100,717,4
25-11-2022,S004,P0017,Groceries,North,385,240,188,246.86,82.39,15,Cloudy,1,80.95,Spring,177,354,724,4
27-11-2022,S003,P0017,Groceries,West,76,10,34,0.05,66.23,15,Cloudy,1,62.06,Summer,337,385,655,6
27-11-2022,S005,P0017,Groceries,North,402,28,48,43.68,19.55,0,Sunny,1,24.06,Spring,244,76,589,6
28-11-2022,S001,P0017,Groceries,North,269,159,110,161.2,66.78,5,Sunny,0,69.75,Autumn,177,402,641,0
28-11-2022,S005,P0017,Groceries,South,118,84,198,98.39,83.19,5,Rainy,0,81.93,Autumn,19,269,805,0
29-11-2022,S001,P0017,Groceries,South,81,73,197,77.49,64.97,10,Sunny,1,69.74,Summer,66,118,739,1
01-12-2022,S002,P0017,Groceries,North,67,61,110,68.15,84.23,0,Sunny,0,87.71,Spring,130,81,662,3
02-12-2022,S005,P0017,Groceries,West,281,174,173,176.16,83.62,15,Snowy,1,82.29,Autumn,240,67,645,4
03-12-2022,S002,P0017,Groceries,East,96,62,32,66.11,60.11,10,Rainy,0,64.69,Winter,10,281,626,5
06-12-2022,S002,P0017,Groceries,East,306,192,101,194.75,85.74,0,Cloudy,0,85.95,Summer,28,96,516,1
07-12-2022,S004,P0017,Groceries,East,487,93,40,105.91,68.95,0,Rainy,1,64.23,Summer,159,306,493,2
08-12-2022,S002,P0017,Groceries,East,51,7,83,26.4,86.68,0,Sunny,0,81.92,Autumn,84,487,305,3
12-12-2022,S002,P0017,Groceries,South,181,56,106,65.26,81.97,0,Sunny,1,80.56,Spring,73,51,251,0
12-12-2022,S003,P0017,Groceries,West,161,42,183,61.19,57.1,0,Sunny,1,54.95,Autumn,61,181,424,0
13-12-2022,S003,P0017,Groceries,South,167,64,33,65.15,74.92,5,Cloudy,1,70.22,Spring,174,161,428,1
18-12-2022,S003,P0017,Groceries,West,58,39,193,47.76,52.2,5,Snowy,1,55.06,Winter,62,167,460,6
19-12-2022,S001,P0017,Groceries,South,278,4,25,-0.54,68.77,0,Sunny,0,70.46,Summer,192,58,418,0
19-12-2022,S002,P0017,Groceries,South,358,39,77,40.23,12.98,10,Rainy,0,11.65,Summer,93,278,429,0
22-12-2022,S001,P0017,Groceries,South,334,180,67,194.63,20.26,0,Cloudy,0,19.52,Spring,7,358,587,3
25-12-2022,S003,P0017,Groceries,South,70,60,111,79.66,78.38,10,Snowy,0,83.37,Spring,56,334,889,6
27-12-2022,S004,P0017,Groceries,West,429,74,133,64.97,57.94,0,Cloudy,1,56.76,Summer,42,70,734,1
27-12-2022,S005,P0017,Groceries,North,326,22,126,32.15,44.28,20,Cloudy,1,42.72,Spring,64,429,860,1
28-12-2022,S005,P0017,Groceries,South,94,50,68,55.83,92.26,0,Rainy,0,90.95,Summer,39,326,977,2
30-12-2022,S004,P0017,Groceries,East,292,162,193,164.61,75.72,20,Cloudy,1,71.31,Spring,4,94,1015,4
31-12-2022,S005,P0017,Groceries,North,484,341,195,334.68,48.39,15,Cloudy,0,44.24,Summer,39,292,1005,5
01-01-2023,S001,P0017,Groceries,South,454,25,186,22.18,10.04,0,Cloudy,0,9.43,Spring,180,484,877,6
01-01-2023,S004,P0017,Groceries,North,479,186,154,203.35,39.58,0,Sunny,1,43.07,Autumn,60,454,915,6
02-01-2023,S001,P0017,Groceries,South,411,191,59,185.86,90.68,20,Sunny,0,91.28,Spring,74,479,1099,0
02-01-2023,S005,P0017,Groceries,North,136,60,134,57.31,27.85,20,Sunny,0,31.77,Autumn,22,411,1104,0
03-01-2023,S002,P0017,Groceries,East,112,40,83,39.4,14.62,0,Snowy,1,16.75,Summer,50,136,929,1
04-01-2023,S003,P0017,Groceries,East,245,34,174,49.74,76.25,15,Sunny,0,80.97,Spring,162,112,912,2
07-01-2023,S003,P0017,Groceries,East,462,379,60,391.38,62.25,5,Cloudy,0,62.98,Winter,341,245,987,5
07-01-2023,S004,P0017,Groceries,West,434,209,71,213.79,64.02,20,Snowy,1,67.64,Autumn,25,462,1020,5
07-01-2023,S005,P0017,Groceries,East,322,191,70,183.16,66.85,15,Snowy,0,62.23,Winter,186,434,669,5
08-01-2023,S002,P0017,Groceries,North,370,16,84,25.42,11.21,10,Sunny,1,9.84,Autumn,191,322,672,6
08-01-2023,S005,P0017,Groceries,East,480,43,105,41.04,70.58,0,Rainy,0,75.14,Summer,60,370,511,6
09-01-2023,S003,P0017,Groceries,East,462,115,75,124.3,99.01,15,Cloudy,1,94.08,Summer,40,480,804,0
11-01-2023,S003,P0017,Groceries,North,192,67,67,59.83,92.2,10,Rainy,1,94.45,Spring,34,462,971,2
12-01-2023,S002,P0017,Groceries,South,145,28,115,34.96,39.1,15,Rainy,1,43.57,Spring,379,192,947,3
13-01-2023,S005,P0017,Groceries,West,282,212,179,217.49,93.36,10,Sunny,1,91.1,Spring,209,145,977,4
14-01-2023,S005,P0017,Groceries,North,208,30,114,33.66,72.23,5,Rainy,1,74.48,Winter,191,282,1200,5
15-01-2023,S002,P0017,Groceries,North,319,309,118,309.49,15.05,15,Cloudy,1,18.73,Winter,16,208,1227,6
16-01-2023,S004,P0017,Groceries,West,485,210,49,222.14,79.89,20,Snowy,1,76.6,Summer,43,319,1290,0
16-01-2023,S005,P0017,Groceries,East,309,91,30,102.07,56.35,15,Cloudy,0,53.48,Spring,115,485,1216,0
19-01-2023,S002,P0017,Groceries,East,465,97,191,108.23,33.43,15,Cloudy,0,35.74,Spring,67,309,1231,3
20-01-2023,S005,P0017,Groceries,West,324,251,163,244.07,64.53,15,Sunny,1,60.56,Winter,28,465,1149,4
21-01-2023,S002,P0017,Groceries,East,449,239,90,237.37,52.98,15,Snowy,0,53.23,Winter,212,324,1146,5
21-01-2023,S004,P0017,Groceries,East,369,93,101,106.52,97.03,20,Rainy,0,97.61,Autumn,30,449,1018,5
23-01-2023,S004,P0017,Groceries,West,309,235,174,232.88,46.92,5,Snowy,0,45.04,Autumn,309,369,892,0
24-01-2023,S001,P0017,Groceries,West,407,225,151,233.27,82.72,0,Cloudy,0,83.49,Spring,210,309,825,1
24-01-2023,S003,P0017,Groceries,North,394,9,115,9.37,40.76,15,Rainy,1,42.92,Winter,91,407,643,1
25-01-2023,S001,P0017,Groceries,North,231,94,81,91.61,17.04,0,Sunny,0,19.24,Summer,97,394,734,2
25-01-2023,S002,P0017,Groceries,West,340,123,136,141.1,46,10,Cloudy,0,44.17,Spring,251,231,892,2
25-01-2023,S003,P0017,Groceries,West,113,113,134,115.1,75.21,20,Sunny,0,78.73,Spring,239,340,872,2
26-01-2023,S003,P0017,Groceries,West,262,26,89,35.49,98.55,0,Cloudy,0,95.42,Spring,93,113,1043,3
26-01-2023,S005,P0017,Groceries,North,151,53,53,60.69,68.89,20,Sunny,1,64.36,Spring,235,262,1019,3
27-01-2023,S002,P0017,Groceries,South,438,316,87,311.84,41.71,15,Cloudy,1,40.85,Autumn,225,151,1067,4
27-01-2023,S005,P0017,Groceries,North,497,167,200,179.03,39.89,15,Snowy,1,37.65,Autumn,9,438,1022,4
29-01-2023,S004,P0017,Groceries,North,453,74,24,85.87,16.52,20,Rainy,1,13.03,Winter,94,497,817,6
30-01-2023,S001,P0017,Groceries,North,422,294,35,308.43,69.17,5,Sunny,0,73.56,Spring,123,453,755,0
31-01-2023,S004,P0017,Groceries,North,418,89,86,101.43,49.46,20,Sunny,0,51.02,Spring,113,422,736,1
31-01-2023,S005,P0017,Groceries,North,366,74,175,80.09,86.83,20,Sunny,0,84.45,Summer,26,418,474,1
02-02-2023,S003,P0017,Groceries,West,285,8,95,14.55,49.71,20,Snowy,0,45.05,Spring,53,366,558,3
04-02-2023,S001,P0017,Groceries,East,265,111,116,105.21,29.96,20,Sunny,0,34.9,Winter,316,285,688,5
04-02-2023,S002,P0017,Groceries,South,164,105,93,103,90.07,0,Snowy,1,85.12,Spring,167,265,821,5
04-02-2023,S003,P0017,Groceries,West,68,55,97,72.57,24.49,0,Rainy,1,23.16,Summer,74,164,973,5
04-02-2023,S004,P0017,Groceries,East,93,32,141,43.62,53.39,0,Snowy,1,58.09,Summer,294,68,975,5
05-02-2023,S003,P0017,Groceries,East,410,173,168,176.48,99.36,20,Cloudy,0,101.42,Autumn,89,93,1095,6
07-02-2023,S002,P0017,Groceries,North,453,204,91,218.48,88.77,20,Cloudy,0,86.83,Autumn,74,410,1329,1
07-02-2023,S003,P0017,Groceries,South,198,141,196,149.15,55.14,5,Cloudy,0,50.15,Spring,8,453,1197,1
08-02-2023,S003,P0017,Groceries,South,362,263,148,254.2,11.92,15,Snowy,1,9.48,Autumn,111,198,1309,2
10-02-2023,S005,P0017,Groceries,West,315,107,21,126.83,12.43,5,Sunny,0,9.91,Winter,105,362,1223,4
14-02-2023,S001,P0017,Groceries,East,284,175,186,166.23,45.58,20,Sunny,0,48.54,Autumn,55,315,1385,1
15-02-2023,S004,P0017,Groceries,West,438,266,187,274.86,14.5,10,Sunny,0,15.47,Autumn,32,284,1369,2
16-02-2023,S005,P0017,Groceries,North,71,41,179,49.22,60.76,15,Snowy,0,64.84,Winter,173,438,1220,3
17-02-2023,S004,P0017,Groceries,West,449,316,101,327.39,70.02,10,Rainy,1,72.39,Summer,204,71,1040,4
18-02-2023,S003,P0017,Groceries,East,240,55,96,67.66,63.25,20,Snowy,0,66.37,Autumn,141,449,1234,5
18-02-2023,S004,P0017,Groceries,East,448,425,92,436.88,22.81,0,Sunny,0,22.52,Autumn,263,240,999,5
19-02-2023,S005,P0017,Groceries,East,376,91,92,106.36,75.12,15,Sunny,1,73.51,Winter,107,448,1355,6
20-02-2023,S003,P0017,Groceries,West,346,26,122,17.77,56.1,5,Cloudy,1,54.22,Winter,175,376,1098,0
21-02-2023,S005,P0017,Groceries,North,349,86,33,80.94,50.34,20,Cloudy,0,45.54,Autumn,266,346,1043,1
23-02-2023,S002,P0017,Groceries,South,300,235,77,239.23,44.14,20,Rainy,0,45.54,Summer,41,349,1036,3
23-02-2023,S005,P0017,Groceries,East,158,81,196,75.02,35.23,5,Sunny,0,38.88,Winter,316,300,1047,3
25-02-2023,S002,P0017,Groceries,North,445,411,89,423.59,29.45,20,Rainy,0,30.68,Winter,55,158,818,5
25-02-2023,S004,P0017,Groceries,West,254,168,150,161.31,48.79,0,Snowy,0,46.95,Autumn,425,445,1048,5
26-02-2023,S003,P0017,Groceries,West,187,36,35,36.87,57.05,0,Snowy,0,61.93,Winter,91,254,646,6
26-02-2023,S004,P0017,Groceries,South,161,19,196,19.49,77.81,10,Snowy,0,75.47,Autumn,26,187,677,6
28-02-2023,S004,P0017,Groceries,South,133,97,78,108.56,81.58,20,Snowy,0,81.73,Spring,86,161,824,1
01-03-2023,S003,P0017,Groceries,East,392,6,43,19.1,83.97,20,Sunny,1,79.97,Summer,235,133,1121,2
01-03-2023,S004,P0017,Groceries,North,380,311,162,320.54,95.73,15,Sunny,0,98.2,Summer,81,392,1040,2
01-03-2023,S005,P0017,Groceries,East,65,9,103,28.24,55.77,0,Rainy,0,56.16,Winter,411,380,1075,2
